# task_id,arrival_time,scheduled_time,number_of_operations,id_machine,deadline,end_time,memory,power
17936,0,0,1.38111e+09,CPU4_784,47,1354.03,1346,130
18028,0,0,1.12361e+09,CPU4_783,47,1101.58,2461,130
36191,0,0,5.32564e+08,CPU4_782,47,522.121,2688,130
24984,0,0,1.88681e+09,CPU4_781,47,1849.81,1631,130
2257,0,0,4.23052e+08,CPU4_780,47,414.757,1864,130
18275,0,0,1.194e+09,CPU4_779,47,1170.59,2463,130
9327,0,0,1.16207e+09,CPU4_778,47,1139.28,2516,130
9334,0,0,1.09635e+08,CPU4_777,47,107.486,2471,130
18746,0,0,6.09233e+08,CPU4_776,47,597.288,2181,130
18777,0,0,1.74399e+09,CPU4_775,47,1709.79,607,130
37568,0,0,1.77402e+09,CPU4_774,47,1739.24,3197,130
9521,0,0,1.60449e+09,CPU4_773,47,1573.02,921,130
38472,0,0,6.11928e+08,CPU4_772,47,599.93,1972,130
4808,0,0,1.00779e+09,CPU4_771,47,988.028,638,130
9626,0,0,1.03129e+09,CPU4_770,47,1011.07,871,130
38788,0,0,1.90459e+09,CPU4_769,47,1867.25,3123,130
39342,0,0,1.37839e+09,CPU4_768,47,1351.36,579,130
39581,0,0,8.57244e+08,CPU4_767,47,840.436,1625,130
4967,0,0,1.76277e+09,CPU4_766,47,1728.2,1678,130
19955,0,0,1.2983e+09,CPU4_765,47,1272.85,234,130
39976,0,0,1.05745e+09,CPU4_764,47,1036.72,1774,130
40220,0,0,1.96321e+09,CPU4_763,47,1924.72,1073,130
40279,0,0,1.2579e+09,CPU4_762,47,1233.24,3054,130
20203,0,0,7.09853e+08,CPU4_761,47,695.935,2422,130
10125,0,0,4.63392e+08,CPU4_760,47,454.306,848,130
20263,0,0,1.69869e+08,CPU4_759,47,166.538,1176,130
20271,0,0,2.08885e+09,CPU4_758,47,2047.89,2401,130
40763,0,0,1.82461e+09,CPU4_757,47,1788.83,2063,130
10210,0,0,1.21939e+09,CPU4_756,47,1195.48,1809,130
1279,0,0,1.51272e+09,CPU4_755,47,1483.06,1991,130
10310,0,0,9.86645e+08,CPU4_754,47,967.299,2726,130
41404,0,0,1.63714e+09,CPU4_753,47,1605.04,1384,130
41453,0,0,2.12645e+09,CPU4_752,47,2084.75,2182,130
41760,0,0,1.35467e+08,CPU4_751,47,132.811,1026,130
20926,0,0,1.22767e+09,CPU4_750,47,1203.59,695,130
20960,0,0,2.74491e+08,CPU4_749,47,269.109,888,130
41928,0,0,1.94125e+09,CPU4_748,47,1903.19,2028,130
42013,0,0,1.30138e+09,CPU4_747,47,1275.87,441,130
5301,0,0,1.91064e+09,CPU4_746,47,1873.17,1423,130
10691,0,0,1.25923e+09,CPU4_745,47,1234.54,1901,130
42854,0,0,8.21014e+08,CPU4_744,47,804.915,1376,130
43011,0,0,1.16638e+09,CPU4_743,47,1143.51,2166,130
43419,0,0,9.9753e+08,CPU4_742,47,977.971,2108,130
43583,0,0,3.50185e+07,CPU4_741,47,34.3318,664,130
21807,0,0,1.92924e+09,CPU4_740,47,1891.41,1973,130
43636,0,0,1.50733e+09,CPU4_739,47,1477.77,1321,130
43761,0,0,1.40564e+09,CPU4_738,47,1378.08,2990,130
43782,0,0,1.63673e+09,CPU4_737,47,1604.64,646,130
5479,0,0,1.39764e+09,CPU4_736,47,1370.24,1218,130
44067,0,0,3.57739e+07,CPU4_735,47,35.0724,2948,130
2763,0,0,6.26057e+08,CPU4_734,47,613.781,2337,130
11155,0,0,1.95527e+09,CPU4_733,47,1916.94,1361,130
44661,0,0,2.10171e+08,CPU4_732,47,206.05,3105,130
44725,0,0,1.25139e+09,CPU4_731,47,1226.85,1816,130
44973,0,0,6.21167e+08,CPU4_730,47,608.988,405,130
45044,0,0,2.45793e+08,CPU4_729,47,240.973,2701,130
22555,0,0,1.3203e+09,CPU4_728,47,1294.41,1512,130
11323,0,0,1.97538e+09,CPU4_727,47,1936.65,2531,130
11362,0,0,2.81462e+08,CPU4_726,47,275.943,1007,130
45563,0,0,1.21736e+09,CPU4_725,47,1193.49,3010,130
11394,0,0,1.60138e+08,CPU4_724,47,156.998,1608,130
45593,0,0,1.75029e+09,CPU4_723,47,1715.97,2716,130
45653,0,0,5.41715e+08,CPU4_722,47,531.093,1947,130
22853,0,0,1.70309e+09,CPU4_721,47,1669.69,664,130
46257,0,0,5.99803e+08,CPU4_720,47,588.042,432,130
23138,0,0,1.81511e+09,CPU4_719,47,1779.52,2989,130
11585,0,0,3.58664e+08,CPU4_718,47,351.631,545,130
46357,0,0,1.56082e+09,CPU4_717,47,1530.22,2129,130
359,0,0,1.87882e+09,CPU4_716,47,1841.98,2754,130
1451,0,0,1.34162e+08,CPU4_715,47,131.531,330,130
46507,0,0,4.40549e+08,CPU4_714,47,431.911,2416,130
46565,0,0,1.72998e+09,CPU4_713,47,1696.06,1364,130
11708,0,0,5.51189e+08,CPU4_712,47,540.382,2267,130
23492,0,0,1.2378e+09,CPU4_711,47,1213.53,1364,130
46992,0,0,1.61227e+09,CPU4_710,47,1580.66,844,130
47105,0,0,8.54014e+08,CPU4_709,47,837.269,2160,130
23574,0,0,9.44458e+08,CPU4_708,47,925.939,2705,130
47159,0,0,1.72218e+09,CPU4_707,47,1688.41,2504,130
23605,0,0,1.54881e+09,CPU4_706,47,1518.44,2513,130
23609,0,0,1.74339e+09,CPU4_705,47,1709.21,1220,130
23610,0,0,1.16612e+09,CPU4_704,47,1143.26,438,130
47277,0,0,1.80814e+09,CPU4_703,47,1772.69,2938,130
47793,0,0,1.04257e+09,CPU4_702,47,1022.13,3017,130
48090,0,0,5.00767e+07,CPU4_701,47,49.0948,2038,130
12033,0,0,2.04391e+09,CPU4_700,47,2003.84,47,130
24198,0,0,2.02753e+09,CPU4_699,47,1987.77,2717,130
24271,0,0,1.21032e+09,CPU4_698,47,1186.59,1831,130
48713,0,0,7.13174e+08,CPU4_697,47,699.191,946,130
6136,0,0,1.92492e+08,CPU4_696,47,188.718,2927,130
24563,0,0,1.38818e+09,CPU4_695,47,1360.96,2765,130
49268,0,0,2.01496e+09,CPU4_694,47,1975.45,485,130
49292,0,0,5.34378e+08,CPU4_693,47,523.9,1865,130
49326,0,0,9.34819e+08,CPU4_692,47,916.489,549,130
12413,0,0,1.33003e+09,CPU4_691,47,1303.95,2856,130
49737,0,0,6.34295e+07,CPU4_690,47,62.1858,1704,130
49906,0,0,1.43918e+08,CPU4_689,47,141.096,2077,130
24960,0,0,1.35315e+09,CPU4_688,47,1326.62,1372,130
12591,0,0,8.91749e+08,CPU4_687,47,874.264,2628,130
25629,0,0,1.25325e+09,CPU4_686,47,1228.68,1899,130
12847,0,0,4.06935e+07,CPU4_685,47,39.8956,1450,130
25731,0,0,1.27707e+08,CPU4_684,47,125.203,2654,130
25798,0,0,1.68862e+09,CPU4_683,47,1655.51,784,130
25815,0,0,1.60285e+09,CPU4_682,47,1571.42,1735,130
25994,0,0,2.13652e+09,CPU4_681,47,2094.63,2054,130
13078,0,0,2.52242e+08,CPU4_680,47,247.296,429,130
26246,0,0,5.76102e+08,CPU4_679,47,564.806,521,130
26359,0,0,6.18395e+08,CPU4_678,47,606.27,1694,130
26377,0,0,9.42994e+07,CPU4_677,47,92.4504,753,130
26458,0,0,4.77745e+08,CPU4_676,47,468.378,1038,130
13326,0,0,1.24538e+09,CPU4_675,47,1220.96,1438,130
26934,0,0,1.61467e+09,CPU4_674,47,1583.01,2099,130
13512,0,0,1.14434e+09,CPU4_673,47,1121.9,937,130
1714,0,0,1.40647e+09,CPU4_672,47,1378.89,2503,130
862,0,0,7.64978e+08,CPU4_671,47,749.978,565,130
27607,0,0,1.35681e+09,CPU4_670,47,1330.2,372,130
27815,0,0,5.95092e+08,CPU4_669,47,583.423,2739,130
6967,0,0,5.75092e+08,CPU4_668,47,563.816,2335,130
6976,0,0,5.06853e+08,CPU4_667,47,496.915,714,130
28160,0,0,1.6985e+08,CPU4_666,47,166.52,1144,130
3524,0,0,5.72685e+08,CPU4_665,47,561.455,1791,130
14110,0,0,1.51972e+09,CPU4_664,47,1489.92,2005,130
28307,0,0,1.96374e+09,CPU4_663,47,1925.23,631,130
1778,0,0,1.97436e+09,CPU4_662,47,1935.65,1112,130
7150,0,0,1.02593e+09,CPU4_661,47,1005.81,3019,130
28687,0,0,2.11732e+08,CPU4_660,47,207.58,2169,130
28872,0,0,1.25383e+09,CPU4_659,47,1229.24,2525,130
14442,0,0,1.19423e+09,CPU4_658,47,1170.81,1976,130
28905,0,0,1.91692e+09,CPU4_657,47,1879.33,3138,130
1812,0,0,5.88332e+08,CPU4_656,47,576.796,2086,130
14569,0,0,7.71266e+08,CPU4_655,47,756.143,1420,130
14611,0,0,3.98652e+08,CPU4_654,47,390.836,242,130
29228,0,0,1.11085e+09,CPU4_653,47,1089.07,706,130
29341,0,0,8.84944e+08,CPU4_652,47,867.592,2950,130
29421,0,0,1.10564e+09,CPU4_651,47,1083.96,2414,130
29490,0,0,1.14968e+09,CPU4_650,47,1127.14,369,130
29536,0,0,9.9176e+08,CPU4_649,47,972.314,504,130
29899,0,0,4.19574e+08,CPU4_648,47,411.347,1135,130
30220,0,0,1.04374e+09,CPU4_647,47,1023.27,2797,130
30264,0,0,1.64806e+09,CPU4_646,47,1615.74,213,130
30347,0,0,1.30438e+09,CPU4_645,47,1278.8,481,130
30449,0,0,1.92442e+09,CPU4_644,47,1886.69,958,130
30581,0,0,1.67077e+08,CPU4_643,47,163.801,1823,130
7734,0,0,1.61908e+09,CPU4_642,47,1587.34,2681,130
31011,0,0,1.71962e+09,CPU4_641,47,1685.91,656,130
31302,0,0,1.37764e+09,CPU4_640,47,1350.63,2199,130
31572,0,0,4.75403e+08,CPU4_639,47,466.082,1835,130
31666,0,0,1.83318e+09,CPU4_638,47,1797.23,1427,130
31705,0,0,6.85252e+08,CPU4_637,47,671.816,3019,130
31986,0,0,3.44138e+08,CPU4_636,47,337.39,2022,130
16022,0,0,1.20393e+09,CPU4_635,47,1180.33,2826,130
8030,0,0,1.80015e+09,CPU4_634,47,1764.85,951,130
32533,0,0,7.04692e+08,CPU4_633,47,690.874,202,130
2039,0,0,1.78677e+09,CPU4_632,47,1751.73,1845,130
32706,0,0,1.99865e+09,CPU4_631,47,1959.46,1150,130
32839,0,0,1.79019e+09,CPU4_630,48,1755.09,2639,130
32973,0,0,2.84447e+08,CPU4_629,48,278.87,1289,130
33155,0,0,1.07955e+09,CPU4_628,48,1058.38,1912,130
33180,0,0,8.42363e+08,CPU4_627,48,825.846,845,130
16613,0,0,7.08117e+08,CPU4_626,48,694.233,1008,130
8320,0,0,3.31894e+08,CPU4_625,48,325.386,2975,130
1041,0,0,1.81135e+09,CPU4_624,48,1775.84,1314,130
33666,0,0,1.184e+09,CPU4_623,48,1160.78,607,130
2119,0,0,1.22005e+09,CPU4_622,48,1196.13,1076,130
34447,0,0,2.05699e+09,CPU4_621,48,2016.65,2618,130
8726,0,0,6.86886e+08,CPU4_620,48,673.418,1148,130
17527,0,0,3.18241e+08,CPU4_619,48,312.001,3039,130
17760,0,0,2.55821e+07,CPU4_618,48,25.0805,2114,130
4444,0,0,9.71527e+07,CPU4_617,48,95.2478,1036,130
17830,0,0,1.36848e+09,CPU4_616,48,1341.65,207,130
35929,0,0,1.43959e+09,CPU4_615,48,1411.37,853,130
4515,0,0,4.98709e+07,CPU4_614,48,48.893,1642,130
36159,0,0,4.00091e+08,CPU4_613,48,392.246,367,130
36211,0,0,1.47279e+08,CPU4_612,48,144.391,99,130
36232,0,0,7.53773e+08,CPU4_611,48,738.993,2215,130
36251,0,0,1.01064e+09,CPU4_610,48,990.82,319,130
36278,0,0,1.07156e+09,CPU4_609,48,1050.55,284,130
36295,0,0,1.14188e+09,CPU4_608,48,1119.49,567,130
18186,0,0,1.43145e+09,CPU4_607,48,1403.38,1548,130
4554,0,0,8.47888e+07,CPU4_606,48,83.1263,687,130
18230,0,0,1.71154e+09,CPU4_605,48,1677.98,2045,130
1136,0,0,5.43769e+08,CPU4_604,48,533.107,1818,130
18325,0,0,9.16981e+08,CPU4_603,48,899.001,1991,130
18341,0,0,1.71865e+09,CPU4_602,48,1684.95,3000,130
36824,0,0,4.73038e+08,CPU4_601,48,463.763,578,130
36923,0,0,6.87352e+08,CPU4_600,48,673.875,702,130
37178,0,0,4.8348e+08,CPU4_599,48,474,2591,130
9369,0,0,1.0457e+09,CPU4_598,48,1025.19,509,130
37608,0,0,1.77769e+09,CPU4_597,48,1742.83,1954,130
2365,0,0,1.32558e+08,CPU4_596,48,129.959,2547,130
37875,0,0,1.35423e+09,CPU4_595,48,1327.68,2064,130
37903,0,0,6.11383e+08,CPU4_594,48,599.395,713,130
37952,0,0,8.35969e+08,CPU4_593,48,819.577,2420,130
1185,0,0,4.18942e+08,CPU4_592,48,410.727,1208,130
1193,0,0,1.23597e+09,CPU4_591,48,1211.73,905,130
38368,0,0,1.27483e+08,CPU4_590,48,124.983,1135,130
38455,0,0,6.18821e+08,CPU4_589,48,606.687,1033,130
4858,0,0,1.19542e+09,CPU4_588,48,1171.98,1177,130
38887,0,0,9.6109e+07,CPU4_587,48,94.2245,1138,130
38985,0,0,8.13459e+08,CPU4_586,48,797.509,2067,130
39019,0,0,7.00816e+08,CPU4_585,48,687.074,2686,130
19741,0,0,1.39362e+09,CPU4_584,48,1366.29,1510,130
39546,0,0,1.76907e+09,CPU4_583,48,1734.38,1154,130
39653,0,0,6.51021e+08,CPU4_582,48,638.256,2556,130
1250,0,0,2.94767e+08,CPU4_581,48,288.988,1579,130
10049,0,0,9.97369e+08,CPU4_580,48,977.812,50,130
40371,0,0,1.28751e+09,CPU4_579,48,1262.26,473,130
5082,0,0,2.97211e+08,CPU4_578,48,291.383,1022,130
40865,0,0,1.3926e+09,CPU4_577,48,1365.3,2541,130
40956,0,0,1.60414e+09,CPU4_576,48,1572.69,310,130
40985,0,0,2.63191e+08,CPU4_575,48,258.03,2267,130
20577,0,0,3.19691e+08,CPU4_574,48,313.423,1089,130
5152,0,0,4.79148e+08,CPU4_573,48,469.753,669,130
20813,0,0,1.02839e+09,CPU4_572,48,1008.23,2955,130
41766,0,0,1.48025e+09,CPU4_571,48,1451.22,1449,130
20973,0,0,6.24288e+08,CPU4_570,48,612.047,777,130
42052,0,0,9.36898e+08,CPU4_569,48,918.528,256,130
5256,0,0,1.03816e+09,CPU4_568,48,1017.8,1579,130
2641,0,0,1.55332e+09,CPU4_567,48,1522.86,1652,130
42300,0,0,1.1271e+08,CPU4_566,48,110.5,864,130
21155,0,0,8.17249e+08,CPU4_565,48,801.224,814,130
42380,0,0,1.5832e+09,CPU4_564,48,1552.15,1094,130
42519,0,0,1.28378e+09,CPU4_563,48,1258.61,2478,130
5332,0,0,1.60336e+09,CPU4_562,48,1571.92,1294,130
42862,0,0,3.65216e+07,CPU4_561,48,35.8055,1571,130
42976,0,0,1.18183e+09,CPU4_560,48,1158.66,3051,130
2689,0,0,1.27384e+09,CPU4_559,48,1248.87,1969,130
21513,0,0,1.16423e+09,CPU4_558,48,1141.4,2933,130
21904,0,0,2.04877e+09,CPU4_557,48,2008.6,1423,130
22062,0,0,1.10818e+09,CPU4_556,48,1086.45,603,130
44123,0,0,1.07062e+09,CPU4_555,48,1049.62,129,130
44378,0,0,1.18249e+09,CPU4_554,48,1159.31,1997,130
22249,0,0,4.59887e+08,CPU4_553,48,450.87,2128,130
44615,0,0,1.47689e+09,CPU4_552,48,1447.93,1890,130
44796,0,0,1.51176e+09,CPU4_551,48,1482.12,521,130
5603,0,0,4.24918e+08,CPU4_550,48,416.586,1308,130
45262,0,0,2.04855e+09,CPU4_549,48,2008.38,2251,130
45400,0,0,1.55511e+09,CPU4_548,48,1524.62,1524,130
11392,0,0,8.72853e+08,CPU4_547,48,855.739,966,130
22856,0,0,1.13477e+09,CPU4_546,48,1112.52,1789,130
45948,0,0,1.29545e+09,CPU4_545,48,1270.05,3038,130
23103,0,0,7.84157e+08,CPU4_544,48,768.781,2058,130
46373,0,0,1.3576e+09,CPU4_543,48,1330.98,1468,130
5799,0,0,2.05154e+09,CPU4_542,48,2011.31,2893,130
23283,0,0,2.08564e+09,CPU4_541,48,2044.75,103,130
46591,0,0,1.33664e+09,CPU4_540,48,1310.43,1009,130
23414,0,0,8.86606e+08,CPU4_539,48,869.222,1372,130
47340,0,0,1.26138e+09,CPU4_538,48,1236.64,2390,130
47476,0,0,1.58055e+09,CPU4_537,48,1549.55,2095,130
5946,0,0,1.59216e+09,CPU4_536,48,1560.95,200,130
47666,0,0,1.95046e+09,CPU4_535,48,1912.21,1963,130
47887,0,0,1.22714e+09,CPU4_534,48,1203.08,2615,130
47925,0,0,1.75948e+09,CPU4_533,48,1724.98,2322,130
47956,0,0,3.60668e+08,CPU4_532,48,353.596,2230,130
24005,0,0,1.52666e+09,CPU4_531,48,1496.72,363,130
48088,0,0,1.04094e+09,CPU4_530,48,1020.53,161,130
48136,0,0,5.18823e+08,CPU4_529,48,508.65,2468,130
48612,0,0,5.48972e+08,CPU4_528,48,538.208,3061,130
3040,0,0,1.15757e+09,CPU4_527,48,1134.88,2413,130
24340,0,0,2.04864e+09,CPU4_526,48,2008.47,2268,130
24341,0,0,8.84246e+08,CPU4_525,48,866.908,3123,130
24402,0,0,7.73012e+06,CPU4_524,48,7.57855,2672,130
48905,0,0,1.13128e+08,CPU4_523,48,110.91,2732,130
24612,0,0,1.5912e+09,CPU4_522,48,1560,1181,130
12312,0,0,1.64803e+09,CPU4_521,48,1615.71,2038,130
49402,0,0,1.81878e+09,CPU4_520,48,1783.12,592,130
49426,0,0,1.78728e+08,CPU4_519,48,175.223,154,130
49679,0,0,1.68116e+09,CPU4_518,48,1648.2,1236,130
25402,0,0,1.86618e+09,CPU4_517,48,1829.58,2513,130
6410,0,0,9.45081e+07,CPU4_516,48,92.655,1499,130
25758,0,0,7.81561e+08,CPU4_515,48,766.236,2532,130
6498,0,0,5.55726e+08,CPU4_514,48,544.83,313,130
13075,0,0,4.77293e+08,CPU4_513,48,467.934,1191,130
26163,0,0,4.19091e+08,CPU4_512,48,410.874,1322,130
13218,0,0,1.45355e+09,CPU4_511,48,1425.05,1590,130
26621,0,0,1.7541e+09,CPU4_510,48,1719.7,334,130
13336,0,0,6.72778e+08,CPU4_509,48,659.586,1552,130
26907,0,0,7.15208e+08,CPU4_508,48,701.184,2763,130
13511,0,0,8.23445e+08,CPU4_507,48,807.299,1051,130
27221,0,0,1.89412e+09,CPU4_506,48,1856.98,1585,130
6837,0,0,1.86372e+09,CPU4_505,48,1827.18,2586,130
13695,0,0,1.71301e+09,CPU4_504,48,1679.42,1470,130
27553,0,0,7.54574e+08,CPU4_503,48,739.778,2619,130
6897,0,0,1.09935e+09,CPU4_502,48,1077.8,2363,130
13937,0,0,2.53802e+08,CPU4_501,48,248.825,2429,130
27927,0,0,1.81354e+09,CPU4_500,48,1777.98,1157,130
28039,0,0,9.52902e+08,CPU4_499,48,934.217,2658,130
7072,0,0,1.16115e+09,CPU4_498,48,1138.39,2340,130
3573,0,0,2.11375e+09,CPU4_497,48,2072.3,560,130
28758,0,0,6.40606e+08,CPU4_496,48,628.045,935,130
14515,0,0,3.18223e+08,CPU4_495,48,311.983,2926,130
29160,0,0,1.85663e+09,CPU4_494,48,1820.23,2694,130
29368,0,0,4.69311e+07,CPU4_493,48,46.0109,3128,130
14874,0,0,3.31263e+08,CPU4_492,48,324.768,299,130
29868,0,0,1.82575e+08,CPU4_491,48,178.995,677,130
14939,0,0,2.09878e+09,CPU4_490,48,2057.63,2859,130
14958,0,0,1.70937e+09,CPU4_489,48,1675.86,165,130
30034,0,0,1.24793e+09,CPU4_488,48,1223.46,484,130
30093,0,0,2.71904e+08,CPU4_487,48,266.572,119,130
30130,0,0,1.07316e+09,CPU4_486,48,1052.12,302,130
30204,0,0,1.68062e+09,CPU4_485,48,1647.67,1277,130
30249,0,0,1.20076e+09,CPU4_484,48,1177.22,1379,130
30376,0,0,1.35991e+09,CPU4_483,48,1333.24,2475,130
31044,0,0,1.72747e+09,CPU4_482,48,1693.6,1383,130
31334,0,0,1.56218e+09,CPU4_481,48,1531.55,2516,130
31374,0,0,1.62198e+09,CPU4_480,48,1590.18,2824,130
15738,0,0,1.41168e+09,CPU4_479,48,1384,2743,130
1969,0,0,1.49394e+09,CPU4_478,48,1464.65,1813,130
31677,0,0,1.22637e+09,CPU4_477,48,1202.33,703,130
31812,0,0,1.16556e+09,CPU4_476,48,1142.7,645,130
7962,0,0,6.48067e+08,CPU4_475,48,635.36,1271,130
16017,0,0,2.09171e+09,CPU4_474,48,2050.69,2437,130
16068,0,0,7.58994e+08,CPU4_473,48,744.112,1270,130
8061,0,0,2.10519e+09,CPU4_472,48,2063.92,913,130
32240,0,0,1.43169e+09,CPU4_471,48,1403.62,3142,130
32334,0,0,2.14657e+09,CPU4_470,48,2104.48,1010,130
8174,0,0,1.88864e+09,CPU4_469,48,1851.61,2357,130
2051,0,0,1.23284e+09,CPU4_468,49,1208.67,1501,130
8244,0,0,6.712e+08,CPU4_467,49,658.039,404,130
16505,0,0,3.10007e+08,CPU4_466,49,303.929,2656,130
16519,0,0,4.01319e+08,CPU4_465,49,393.45,846,130
33484,0,0,6.83551e+07,CPU4_464,49,67.0148,2280,130
33673,0,0,1.08085e+08,CPU4_463,49,105.966,2268,130
33732,0,0,2.13587e+09,CPU4_462,49,2093.99,1088,130
16922,0,0,2.04309e+08,CPU4_461,49,200.303,797,130
33863,0,0,3.19316e+08,CPU4_460,49,313.055,2229,130
2130,0,0,1.32636e+09,CPU4_459,49,1300.35,2301,130
8633,0,0,1.51497e+09,CPU4_458,49,1485.27,890,130
2167,0,0,7.72851e+08,CPU4_457,49,757.697,245,130
17373,0,0,9.66283e+08,CPU4_456,49,947.336,1304,130
35026,0,0,6.50157e+08,CPU4_455,49,637.409,1465,130
35411,0,0,4.53725e+08,CPU4_454,49,444.829,2914,130
35477,0,0,7.66979e+08,CPU4_453,49,751.94,2195,130
18132,0,0,1.15007e+08,CPU4_452,49,112.752,296,130
36656,0,0,5.76179e+08,CPU4_451,49,564.881,2421,130
18526,0,0,7.09152e+08,CPU4_450,49,695.247,217,130
37394,0,0,1.36063e+09,CPU4_449,49,1333.95,2831,130
1168,0,0,5.39035e+08,CPU4_448,49,528.465,1537,130
4715,0,0,1.19622e+09,CPU4_447,49,1172.77,869,130
19178,0,0,1.35761e+09,CPU4_446,49,1330.99,1236,130
19443,0,0,1.34741e+09,CPU4_445,49,1320.99,325,130
38907,0,0,4.93637e+08,CPU4_444,49,483.958,2329,130
19459,0,0,5.90412e+08,CPU4_443,49,578.835,2622,130
39057,0,0,8.03754e+08,CPU4_442,49,787.994,3113,130
19649,0,0,1.92168e+09,CPU4_441,49,1884,837,130
9880,0,0,1.29704e+09,CPU4_440,49,1271.61,1232,130
4964,0,0,6.65914e+08,CPU4_439,49,652.857,104,130
39853,0,0,6.16667e+08,CPU4_438,49,604.575,2701,130
5004,0,0,1.79444e+09,CPU4_437,49,1759.25,744,130
10052,0,0,7.24672e+08,CPU4_436,49,710.463,187,130
10085,0,0,9.98503e+08,CPU4_435,49,978.924,2940,130
40511,0,0,1.56728e+09,CPU4_434,49,1536.55,1751,130
5077,0,0,1.04022e+09,CPU4_433,49,1019.83,181,130
40724,0,0,8.74649e+08,CPU4_432,49,857.499,1809,130
40858,0,0,1.6312e+09,CPU4_431,49,1599.21,7,130
40885,0,0,5.14132e+08,CPU4_430,49,504.051,1042,130
41066,0,0,3.88943e+08,CPU4_429,49,381.317,543,130
2575,0,0,1.99129e+09,CPU4_428,49,1952.25,1696,130
20668,0,0,7.54976e+08,CPU4_427,49,740.173,203,130
2590,0,0,1.28125e+09,CPU4_426,49,1256.13,3041,130
41572,0,0,2.96951e+08,CPU4_425,49,291.129,2650,130
41676,0,0,1.98967e+08,CPU4_424,49,195.066,49,130
10444,0,0,7.0129e+08,CPU4_423,49,687.539,2866,130
10452,0,0,1.54088e+09,CPU4_422,49,1510.66,1361,130
42101,0,0,1.45588e+09,CPU4_421,49,1427.34,215,130
10533,0,0,7.13842e+08,CPU4_420,49,699.845,2563,130
21163,0,0,1.8444e+09,CPU4_419,49,1808.24,1244,130
42812,0,0,1.40881e+09,CPU4_418,49,1381.18,137,130
21450,0,0,1.96887e+08,CPU4_417,49,193.027,2950,130
43146,0,0,8.36034e+08,CPU4_416,49,819.641,850,130
43428,0,0,6.31268e+08,CPU4_415,49,618.89,2002,130
10863,0,0,2.09314e+09,CPU4_414,49,2052.1,219,130
10871,0,0,1.83653e+09,CPU4_413,49,1800.52,344,130
21830,0,0,1.50032e+09,CPU4_412,49,1470.9,1571,130
21937,0,0,1.91161e+09,CPU4_411,49,1874.13,2288,130
43886,0,0,1.46833e+09,CPU4_410,49,1439.54,2406,130
43978,0,0,1.36814e+09,CPU4_409,49,1341.31,1546,130
11076,0,0,7.55828e+08,CPU4_408,49,741.008,2477,130
44323,0,0,1.93484e+09,CPU4_407,49,1896.9,1407,130
44370,0,0,1.99621e+09,CPU4_406,49,1957.07,2648,130
44767,0,0,1.15952e+09,CPU4_405,49,1136.79,1511,130
22442,0,0,1.80744e+09,CPU4_404,49,1772,3124,130
44977,0,0,8.01078e+08,CPU4_403,49,785.37,1689,130
1421,0,0,6.75802e+08,CPU4_402,49,662.551,266,130
11445,0,0,1.4479e+09,CPU4_401,49,1419.51,1366,130
45805,0,0,1.78911e+09,CPU4_400,49,1754.03,3176,130
45906,0,0,1.3862e+09,CPU4_399,49,1359.02,823,130
23173,0,0,2.04379e+09,CPU4_398,49,2003.72,2803,130
46397,0,0,6.72031e+08,CPU4_397,49,658.854,488,130
11617,0,0,1.70367e+09,CPU4_396,49,1670.27,2372,130
46552,0,0,1.48263e+09,CPU4_395,49,1453.56,3070,130
46634,0,0,6.00086e+08,CPU4_394,49,588.32,2309,130
23323,0,0,1.38431e+09,CPU4_393,49,1357.17,2955,130
11845,0,0,1.42158e+09,CPU4_392,49,1393.71,1395,130
11887,0,0,2.12403e+08,CPU4_391,49,208.238,2483,130
23925,0,0,6.71492e+08,CPU4_390,49,658.325,1913,130
48404,0,0,1.68874e+09,CPU4_389,49,1655.63,901,130
12208,0,0,1.80249e+09,CPU4_388,49,1767.15,2823,130
24426,0,0,1.73425e+09,CPU4_387,49,1700.24,2290,130
24515,0,0,5.38304e+08,CPU4_386,49,527.749,875,130
49109,0,0,1.30013e+07,CPU4_385,49,12.7464,2791,130
49141,0,0,1.95604e+09,CPU4_384,49,1917.69,572,130
24590,0,0,1.68138e+09,CPU4_383,49,1648.41,3136,130
24660,0,0,7.81273e+08,CPU4_382,49,765.954,2893,130
49756,0,0,1.94528e+09,CPU4_381,49,1907.14,425,130
776,0,0,1.45797e+09,CPU4_380,49,1429.39,2041,130
12442,0,0,5.02791e+08,CPU4_379,49,492.932,2992,130
24912,0,0,3.31393e+07,CPU4_378,49,32.4896,1576,130
25007,0,0,2.06179e+09,CPU4_377,49,2021.37,1735,130
25068,0,0,6.54804e+08,CPU4_376,49,641.965,1037,130
12761,0,0,1.39484e+09,CPU4_375,49,1367.49,1112,130
12865,0,0,3.28113e+08,CPU4_374,49,321.679,1119,130
26265,0,0,8.16508e+08,CPU4_373,49,800.498,524,130
13202,0,0,1.58791e+09,CPU4_372,49,1556.78,2826,130
6712,0,0,5.16508e+08,CPU4_371,49,506.38,2249,130
13454,0,0,1.06437e+09,CPU4_370,49,1043.5,952,130
27120,0,0,4.90258e+08,CPU4_369,49,480.645,2107,130
27499,0,0,1.42589e+09,CPU4_368,49,1397.93,678,130
27548,0,0,8.5451e+08,CPU4_367,49,837.755,338,130
27599,0,0,1.89461e+09,CPU4_366,49,1857.46,2817,130
